Gene	DMSO	osi	EntrezID	Symbol	HumanGene	Control	Treatment	Diff
DLGAP4	-0.104914600550964	0.118715290633099	22839	DLGAP4	DLGAP4	-0.104914600550964	0.118715290633099	0.223629891184063
RAB11FIP2	-0.194446280991736	-0.0358793039614957	22841	RAB11FIP2	RAB11FIP2	-0.194446280991736	-0.0358793039614957	0.15856697703024
PPM1E	-0.247834710743802	-0.638541281007034	22843	PPM1E	PPM1E	-0.247834710743802	-0.638541281007034	-0.390706570263233
FRMPD1	0.0844385674931129	-0.0740734912995187	22844	FRMPD1	FRMPD1	0.0844385674931129	-0.0740734912995187	-0.158512058792632
DOLK	-1.38721763085399	-1.63800444279896	22845	DOLK	DOLK	-1.38721763085399	-1.63800444279896	-0.250786811944969
VASH1	-0.0266402203856749	-0.276517956312477	22846	VASH1	VASH1	-0.0266402203856749	-0.276517956312477	-0.249877735926802
ZNF507	-0.0306060606060606	-0.483024805627545	22847	ZNF507	ZNF507	-0.0306060606060606	-0.483024805627545	-0.452418745021485
AAK1	0.0355206611570248	0.61472602739726	22848	AAK1	AAK1	0.0355206611570248	0.61472602739726	0.579205366240235
CPEB3	-0.273763085399449	0.0685496112550907	22849	CPEB3	CPEB3	-0.273763085399449	0.0685496112550907	0.34231269665454
ADNP2	-0.0271349862258953	-0.444742687893373	22850	ADNP2	ADNP2	-0.0271349862258953	-0.444742687893373	-0.417607701667477
ANKRD26	-0.155790633608815	-0.281877082562014	22852	ANKRD26	ANKRD26	-0.155790633608815	-0.281877082562014	-0.126086448953199
LMTK2	0.411812672176309	-0.655201777119585	22853	LMTK2	LMTK2	0.411812672176309	-0.655201777119585	-1.06701444929589
NTNG1	-0.0443933884297521	0.0916179192891522	22854	NTNG1	NTNG1	-0.0443933884297521	0.0916179192891522	0.136011307718904
CHSY1	0.125487603305785	0.0416975194372455	22856	CHSY1	CHSY1	0.125487603305785	0.0416975194372455	-0.0837900838685397
ICK	0.0619636363636364	-0.109681599407627	22858	ICK	ICK	0.0619636363636364	-0.109681599407627	-0.171645235771263
ADGRL1	-0.350203856749311	-0.708543132173269	22859	ADGRL1	ADGRL1	-0.350203856749311	-0.708543132173269	-0.358339275423958
NLRP1	-0.45337741046832	0.123435764531655	22861	NLRP1	NLRP1	-0.45337741046832	0.123435764531655	0.576813174999975
FNDC3A	0.0997829201101928	0.223694927804517	22862	FNDC3A	FNDC3A	0.0997829201101928	0.223694927804517	0.123912007694324
ATG14	0.020265564738292	0.304109589041096	22863	ATG14	ATG14	0.020265564738292	0.304109589041096	0.283844024302804
R3HDM2	-0.148022038567493	0.0897001110699741	22864	R3HDM2	R3HDM2	-0.148022038567493	0.0897001110699741	0.237722149637467
SLITRK3	-0.129421487603306	-0.208200666419844	22865	SLITRK3	SLITRK3	-0.129421487603306	-0.208200666419844	-0.0787791788165387
CNKSR2	0.0687724517906336	0.490827471306923	22866	CNKSR2	CNKSR2	0.0687724517906336	0.490827471306923	0.42205501951629
FASTKD2	-0.373146005509642	-0.16017215845983	22868	FASTKD2	FASTKD2	-0.373146005509642	-0.16017215845983	0.212973847049812
ZNF510	-0.0298093663911846	-0.765892262125139	22869	ZNF510	ZNF510	-0.0298093663911846	-0.765892262125139	-0.736082895733954
PPP6R1	-0.630798898071625	-0.761329137356535	22870	PPP6R1	PPP6R1	-0.630798898071625	-0.761329137356535	-0.130530239284909
NLGN1	-0.358699724517906	-0.0489050351721585	22871	NLGN1	NLGN1	-0.358699724517906	-0.0489050351721585	0.309794689345748
SEC31A	-0.384077134986226	-0.0617641614216957	22872	SEC31A	SEC31A	-0.384077134986226	-0.0617641614216957	0.32231297356453
DZIP1	-0.102059504132231	-0.792789707515735	22873	DZIP1	DZIP1	-0.102059504132231	-0.792789707515735	-0.690730203383503
PLEKHA6	0.0242578512396694	-0.398084042947057	22874	PLEKHA6	PLEKHA6	0.0242578512396694	-0.398084042947057	-0.422341894186726
ENPP4	-0.0887217630853995	-0.166614216956683	22875	ENPP4	ENPP4	-0.0887217630853995	-0.166614216956683	-0.0778924538712833
INPP5F	-0.19964738292011	-0.536773417252869	22876	INPP5F	INPP5F	-0.19964738292011	-0.536773417252869	-0.337126034332759
MLXIP	-0.439404958677686	-0.180516475379489	22877	MLXIP	MLXIP	-0.439404958677686	-0.180516475379489	0.258888483298197
TRAPPC8	-1.30743801652893	-0.905146242132543	22878	TRAPPC8	TRAPPC8	-1.30743801652893	-0.905146242132543	0.402291774396382
MON1B	-0.265366391184573	-0.532885968159941	22879	MON1B	MON1B	-0.265366391184573	-0.532885968159941	-0.267519576975368
MORC2	-0.535856749311295	-0.638152536097741	22880	MORC2	MORC2	-0.535856749311295	-0.638152536097741	-0.102295786786447
ANKRD6	-0.207944903581267	-0.463985560903369	22881	ANKRD6	ANKRD6	-0.207944903581267	-0.463985560903369	-0.256040657322102
ZHX2	-0.186280991735537	0.179063309885228	22882	ZHX2	ZHX2	-0.186280991735537	0.179063309885228	0.365344301620765
CLSTN1	0.0828947658402204	0.156719733432062	22883	CLSTN1	CLSTN1	0.0828947658402204	0.156719733432062	0.0738249675918418
WDR37	-0.161223140495868	-0.763985560903369	22884	WDR37	WDR37	-0.161223140495868	-0.763985560903369	-0.602762420407501
ABLIM3	0.186523415977961	-0.0211069974083673	22885	ABLIM3	ABLIM3	0.186523415977961	-0.0211069974083673	-0.207630413386329
FOXJ3	-0.233090909090909	-0.000265605331358756	22887	FOXJ3	FOXJ3	-0.233090909090909	-0.000265605331358756	0.23282530375955
UBOX5	-0.15596694214876	-0.435162902628656	22888	UBOX5	UBOX5	-0.15596694214876	-0.435162902628656	-0.279195960479896
KIAA0907	-0.469002754820937	0.401592002961866	22889	KIAA0907	KIAA0907	-0.469002754820937	0.401592002961866	0.870594757782803
ZBTB1	-0.543217630853995	0.0656442058496853	22890	ZBTB1	ZBTB1	-0.543217630853995	0.0656442058496853	0.60886183670368
ZNF365	-0.184584022038567	0.074928730099963	22891	ZNF365	ZNF365	-0.184584022038567	0.074928730099963	0.25951275213853
BAHD1	0.0209190082644628	0.0172426878933728	22893	BAHD1	BAHD1	0.0209190082644628	0.0172426878933728	-0.00367632037108999
DIS3	-1.26292011019284	-1.41271751203258	22894	DIS3	DIS3	-1.26292011019284	-1.41271751203258	-0.149797401839743
RPH3A	-0.194181818181818	-0.192604590892262	22895	RPH3A	RPH3A	-0.194181818181818	-0.192604590892262	0.00157722728955606
CEP164	-0.00604914600550964	-0.261884487226953	22897	CEP164	CEP164	-0.00604914600550964	-0.261884487226953	-0.255835341221443
DENND3	-0.233840220385675	0.308274713069234	22898	DENND3	DENND3	-0.233840220385675	0.308274713069234	0.542114933454909
ARHGEF15	-0.044236914600551	0.188161791928915	22899	ARHGEF15	ARHGEF15	-0.044236914600551	0.188161791928915	0.232398706529466
CARD8	-0.273939393939394	-0.302786005183265	22900	CARD8	CARD8	-0.273939393939394	-0.302786005183265	-0.0288466112438715
ARSG	0.132528925619835	-0.134857460199926	22901	ARSG	ARSG	0.132528925619835	-0.134857460199926	-0.267386385819761
RUFY3	-0.253906336088154	-1.0574787115883	22902	RUFY3	RUFY3	-0.253906336088154	-1.0574787115883	-0.803572375500146
BTBD3	-0.281564738292011	-0.340827471306923	22903	BTBD3	BTBD3	-0.281564738292011	-0.340827471306923	-0.0592627330149123
SBNO2	-0.30297520661157	-0.491586449463162	22904	SBNO2	SBNO2	-0.30297520661157	-0.491586449463162	-0.188611242851591
EPN2	-0.115779614325069	-0.607682339874121	22905	EPN2	EPN2	-0.115779614325069	-0.607682339874121	-0.491902725549052
TRAK1	-0.157157024793388	0.303091447611996	22906	TRAK1	TRAK1	-0.157157024793388	0.303091447611996	0.460248472405384
DHX30	-0.841564738292011	-0.330322102924843	22907	DHX30	DHX30	-0.841564738292011	-0.330322102924843	0.511242635367168
SACM1L	-1.21465564738292	-1.51471677156609	22908	SACM1L	SACM1L	-1.21465564738292	-1.51471677156609	-0.300061124183167
FAN1	-0.0410831955922865	-0.106580895964458	22909	FAN1	FAN1	-0.0410831955922865	-0.106580895964458	-0.0654977003721711
WDR47	-0.000967955922865014	-0.228619029988893	22911	WDR47	WDR47	-0.000967955922865014	-0.228619029988893	-0.227651074066028
RALY	-0.280749311294766	0.281377267678638	22913	RALY	RALY	-0.280749311294766	0.281377267678638	0.562126578973403
KLRK1	-0.0799889807162534	-0.108496853017401	22914	KLRK1	KLRK1	-0.0799889807162534	-0.108496853017401	-0.0285078723011475
MMRN1	-0.113575757575758	0.188763420955202	22915	MMRN1	MMRN1	-0.113575757575758	0.188763420955202	0.302339178530959
NCBP2	-0.247228650137741	-0.583422806368012	22916	NCBP2	NCBP2	-0.247228650137741	-0.583422806368012	-0.336194156230271
ZP1	-0.276121212121212	-0.904516845612736	22917	ZP1	ZP1	-0.276121212121212	-0.904516845612736	-0.628395633491524
CD93	-0.414600550964187	0.165623843021103	22918	CD93	CD93	-0.414600550964187	0.165623843021103	0.580224393985291
MAPRE1	-0.467316804407714	-0.376166234727879	22919	MAPRE1	MAPRE1	-0.467316804407714	-0.376166234727879	0.091150569679835
KIFAP3	-0.457212121212121	-0.11472602739726	22920	KIFAP3	KIFAP3	-0.457212121212121	-0.11472602739726	0.342486093814861
MSRB2	0.235955922865014	0.539661236579045	22921	MSRB2	MSRB2	0.235955922865014	0.539661236579045	0.303705313714031
MAPRE3	-0.0316143250688705	0.398768974453906	22924	MAPRE3	MAPRE3	-0.0316143250688705	0.398768974453906	0.430383299522776
PLA2R1	0.282732782369146	-0.432219548315439	22925	PLA2R1	PLA2R1	0.282732782369146	-0.432219548315439	-0.714952330684585
ATF6	-0.148308539944904	-0.0796112550907071	22926	ATF6	ATF6	-0.148308539944904	-0.0796112550907071	0.0686972848541964
HABP4	-0.111570247933884	-0.0723509811181044	22927	HABP4	HABP4	-0.111570247933884	-0.0723509811181044	0.0392192668157799
SEPHS2	-0.331823691460055	0.218446871529063	22928	SEPHS2	SEPHS2	-0.331823691460055	0.218446871529063	0.550270562989118
SEPHS1	-0.774269972451791	-0.770261014439097	22929	SEPHS1	SEPHS1	-0.774269972451791	-0.770261014439097	0.00400895801269407
RAB3GAP1	-0.213895316804408	-0.248630136986301	22930	RAB3GAP1	RAB3GAP1	-0.213895316804408	-0.248630136986301	-0.0347348201818936
RAB18	-0.842743801652893	-0.99102184376157	22931	RAB18	RAB18	-0.842743801652893	-0.99102184376157	-0.148278042108677
POMZP3	-0.347338842975207	-0.730673824509441	22932	POMZP3	POMZP3	-0.347338842975207	-0.730673824509441	-0.383334981534234
SIRT2	-0.686776859504132	-0.214041095890411	22933	SIRT2	SIRT2	-0.686776859504132	-0.214041095890411	0.472735763613721
RPIA	-1.4332782369146	-1.49139207700852	22934	RPIA	RPIA	-1.4332782369146	-1.49139207700852	-0.0581138400939147
ELL2	0.0178269972451791	-0.670696038504258	22936	ELL2	ELL2	0.0178269972451791	-0.670696038504258	-0.688523035749437
SCAP	-1.51107438016529	-0.556062569418734	22937	SCAP	SCAP	-1.51107438016529	-0.556062569418734	0.955011810746556
SNW1	-0.272793388429752	-0.198148833765272	22938	SNW1	SNW1	-0.272793388429752	-0.198148833765272	0.07464455466448
SHANK2	-0.0690523415977961	-0.376554979637171	22941	SHANK2	SHANK2	-0.0690523415977961	-0.376554979637171	-0.307502638039375
DKK1	0.131460055096419	-0.04880970011107	22943	DKK1	DKK1	0.131460055096419	-0.04880970011107	-0.180269755207489
KIN	-0.215625344352617	-0.0897010366530914	22944	KIN	KIN	-0.215625344352617	-0.0897010366530914	0.125924307699526
CCT5	-1.87504132231405	-0.498907811921511	22948	CCT5	CCT5	-1.87504132231405	-0.498907811921511	1.37613351039254
PTGR1	-0.132628099173554	-0.592484265087005	22949	PTGR1	PTGR1	-0.132628099173554	-0.592484265087005	-0.459856165913451
SLC4A1AP	-0.337575757575758	-0.398278415401703	22950	SLC4A1AP	SLC4A1AP	-0.337575757575758	-0.398278415401703	-0.0607026578259455
P2RX2	0.0741619834710744	-0.28003517215846	22953	P2RX2	P2RX2	0.0741619834710744	-0.28003517215846	-0.354197155629534
TRIM32	0.045468870523416	0.182895223991114	22954	TRIM32	TRIM32	0.045468870523416	0.182895223991114	0.137426353467698
SCMH1	-0.237520661157025	-0.136032950758978	22955	SCMH1	SCMH1	-0.237520661157025	-0.136032950758978	0.101487710398047
TPX2	-0.59231955922865	-1.06978896704924	22974	TPX2	TPX2	-0.59231955922865	-1.06978896704924	-0.477469407820591
PAXIP1	-0.208187327823691	0.0160440577563865	22976	PAXIP1	PAXIP1	-0.208187327823691	0.0160440577563865	0.224231385580078
AKR7A3	-0.270699724517906	-0.0978341355053684	22977	AKR7A3	AKR7A3	-0.270699724517906	-0.0978341355053684	0.172865589012538
NT5C2	0.100904683195592	0.163754165124028	22978	NT5C2	NT5C2	0.100904683195592	0.163754165124028	0.0628494819284358
EFR3B	-0.16364738292011	0.0813957793409848	22979	EFR3B	EFR3B	-0.16364738292011	0.0813957793409848	0.245043162261095
TCF25	-0.435493112947658	-1.0483154387264	22980	TCF25	TCF25	-0.435493112947658	-1.0483154387264	-0.612822325778739
NINL	-0.345685950413223	-0.427711958533876	22981	NINL	NINL	-0.345685950413223	-0.427711958533876	-0.0820260081206532
DIP2C	-0.352539944903581	-0.188698630136986	22982	DIP2C	DIP2C	-0.352539944903581	-0.188698630136986	0.163841314766595
MAST1	-0.39900826446281	0.0762634209552018	22983	MAST1	MAST1	-0.39900826446281	0.0762634209552018	0.475271685418012
PDCD11	-0.705123966942149	-0.812597186227323	22984	PDCD11	PDCD11	-0.705123966942149	-0.812597186227323	-0.107473219285174
ACIN1	-0.387118457300275	-0.602082562014069	22985	ACIN1	ACIN1	-0.387118457300275	-0.602082562014069	-0.214964104713793
SORCS3	-0.438809917355372	-0.761967789707516	22986	SORCS3	SORCS3	-0.438809917355372	-0.761967789707516	-0.323157872352144
SV2C	-0.192914600550964	-0.611865975564606	22987	SV2C	SV2C	-0.192914600550964	-0.611865975564606	-0.418951375013641
MYH15	-0.219581267217631	-0.448556090336912	22989	MYH15	MYH15	-0.219581267217631	-0.448556090336912	-0.228974823119281
PCNX	-0.362115702479339	-0.526749352091818	22990	PCNX	PCNX	-0.362115702479339	-0.526749352091818	-0.164633649612479
KDM2A	-0.790600550964187	-0.910514624213254	22992	KDM2A	KDM2A	-0.790600550964187	-0.910514624213254	-0.119914073249067
HMGXB3	0.0233752066115702	0.0728748611625324	22993	HMGXB3	HMGXB3	0.0233752066115702	0.0728748611625324	0.0494996545509621
CEP131	-0.397763085399449	-0.542215845982969	22994	CEP131	CEP131	-0.397763085399449	-0.542215845982969	-0.14445276058352
CEP152	-0.230435261707989	0.00965938541281007	22995	CEP152	CEP152	-0.230435261707989	0.00965938541281007	0.240094647120799
TTC39A	-0.552132231404959	-0.240049981488338	22996	TTC39A	TTC39A	-0.552132231404959	-0.240049981488338	0.312082249916621
IGSF9B	0.197101928374656	0.11098667160311	22997	IGSF9B	IGSF9B	0.197101928374656	0.11098667160311	-0.0861152567715457
LIMCH1	-0.350964187327824	-0.054285449833395	22998	LIMCH1	LIMCH1	-0.350964187327824	-0.054285449833395	0.296678737494429
RIMS1	0.0459757575757576	-0.596723435764532	22999	RIMS1	RIMS1	0.0459757575757576	-0.596723435764532	-0.642699193340289
WDFY3	0.141741046831956	-0.257876712328767	23001	WDFY3	WDFY3	0.141741046831956	-0.257876712328767	-0.399617759160723
DAAM1	-0.105655096418733	-0.57510181414291	23002	DAAM1	DAAM1	-0.105655096418733	-0.57510181414291	-0.469446717724177
MAPKBP1	-0.202699724517906	-0.164309514994447	23005	MAPKBP1	MAPKBP1	-0.202699724517906	-0.164309514994447	0.0383902095234598
PLCH1	-0.729123966942149	-0.342586079229915	23007	PLCH1	PLCH1	-0.729123966942149	-0.342586079229915	0.386537887712234
KLHDC10	-0.502633608815427	-0.338578304331729	23008	KLHDC10	KLHDC10	-0.502633608815427	-0.338578304331729	0.164055304483698
RAB21	-0.524330578512397	0.303813402443539	23011	RAB21	RAB21	-0.524330578512397	0.303813402443539	0.828143980955936
STK38L	-0.0500462809917355	0.105349870418364	23012	STK38L	STK38L	-0.0500462809917355	0.105349870418364	0.155396151410099
SPEN	-0.141674931129477	-0.205516475379489	23013	SPEN	SPEN	-0.141674931129477	-0.205516475379489	-0.0638415442500125
FBXO21	0.0256892561983471	0.0380516475379489	23014	FBXO21	FBXO21	0.0256892561983471	0.0380516475379489	0.0123623913396018
GOLGA8A	-0.00782853994490358	0.270233246945576	23015	GOLGA8A	GOLGA8A	-0.00782853994490358	0.270233246945576	0.278061786890479
EXOSC7	-0.928055096418733	-0.897241762310255	23016	EXOSC7	EXOSC7	-0.928055096418733	-0.897241762310255	0.0308133341084774
FAIM2	0.0800418732782369	0.256701221769715	23017	FAIM2	FAIM2	0.0800418732782369	0.256701221769715	0.176659348491478
CNOT1	-0.730479338842975	-0.513059977786005	23019	CNOT1	CNOT1	-0.730479338842975	-0.513059977786005	0.21741936105697
SNRNP200	-1.39438016528926	-1.31914105886709	23020	SNRNP200	SNRNP200	-1.39438016528926	-1.31914105886709	0.07523910642217
PALLD	-0.462280991735537	-0.0188059977786005	23022	PALLD	PALLD	-0.462280991735537	-0.0188059977786005	0.443474993956937
TMCC1	0.338876033057851	-0.421945575712699	23023	TMCC1	TMCC1	0.338876033057851	-0.421945575712699	-0.76082160877055
PDZRN3	0.132969696969697	0.301564235468345	23024	PDZRN3	PDZRN3	0.132969696969697	0.301564235468345	0.168594538498648
UNC13A	-0.24771349862259	-0.523370973713439	23025	UNC13A	UNC13A	-0.24771349862259	-0.523370973713439	-0.27565747509085
MYO16	-0.0530402203856749	-0.615142539800074	23026	MYO16	MYO16	-0.0530402203856749	-0.615142539800074	-0.562102319414399
KDM1A	0.156517906336088	-0.606580895964458	23028	KDM1A	KDM1A	0.156517906336088	-0.606580895964458	-0.763098802300546
RBM34	-0.418820936639118	-0.365762680488708	23029	RBM34	RBM34	-0.418820936639118	-0.365762680488708	0.0530582561504105
KDM4B	-0.340793388429752	-0.565447982228804	23030	KDM4B	KDM4B	-0.340793388429752	-0.565447982228804	-0.224654593799052
MAST3	-0.163724517906336	0.224925953350611	23031	MAST3	MAST3	-0.163724517906336	0.224925953350611	0.388650471256947
USP33	-0.328749311294766	-0.479091077378749	23032	USP33	USP33	-0.328749311294766	-0.479091077378749	-0.150341766083983
DOPEY1	0.147867768595041	-0.334005923731951	23033	DOPEY1	DOPEY1	0.147867768595041	-0.334005923731951	-0.481873692326993
SAMD4A	-0.432881542699725	-0.670918178452425	23034	SAMD4A	SAMD4A	-0.432881542699725	-0.670918178452425	-0.2380366357527
PHLPP2	-0.0537101928374656	-0.372195483154387	23035	PHLPP2	PHLPP2	-0.0537101928374656	-0.372195483154387	-0.318485290316922
ZNF292	-0.166887052341598	-0.179822288041466	23036	ZNF292	ZNF292	-0.166887052341598	-0.179822288041466	-0.0129352356998683
PDZD2	-0.0591052341597796	-0.276582747130692	23037	PDZD2	PDZD2	-0.0591052341597796	-0.276582747130692	-0.217477512970913
WDTC1	-0.400429752066116	-0.378887449092929	23038	WDTC1	WDTC1	-0.400429752066116	-0.378887449092929	0.0215423029731872
XPO7	-0.0327724517906336	-1.08478341355054	23039	XPO7	XPO7	-0.0327724517906336	-1.08478341355054	-1.0520109617599
MYT1L	0.0641146005509642	0.31765087004813	23040	MYT1L	MYT1L	0.0641146005509642	0.31765087004813	0.253536269497166
MON2	-0.498512396694215	-0.0461930766382821	23041	MON2	MON2	-0.498512396694215	-0.0461930766382821	0.452319320055933
PDXDC1	-0.147757575757576	0.294011477230655	23042	PDXDC1	PDXDC1	-0.147757575757576	0.294011477230655	0.441769052988231
TNIK	-0.0761674931129477	-0.141827101073676	23043	TNIK	TNIK	-0.0761674931129477	-0.141827101073676	-0.0656596079607287
KIF21B	-0.149840220385675	-0.142734172528693	23046	KIF21B	KIF21B	-0.149840220385675	-0.142734172528693	0.00710604785698185
PDS5B	-0.257994490358127	0.0280507219548315	23047	PDS5B	PDS5B	-0.257994490358127	0.0280507219548315	0.286045212312958
FNBP1	-0.397939393939394	-0.311162532395409	23048	FNBP1	FNBP1	-0.397939393939394	-0.311162532395409	0.0867768615439849
SMG1	-0.711878787878788	-1.27647167715661	23049	SMG1	SMG1	-0.711878787878788	-1.27647167715661	-0.564592889277821
ZHX3	-0.349509641873278	0.345492410218438	23051	ZHX3	ZHX3	-0.349509641873278	0.345492410218438	0.695002052091716
ENDOD1	-0.252925619834711	0.0645427619400222	23052	ENDOD1	ENDOD1	-0.252925619834711	0.0645427619400222	0.317468381774733
ZSWIM8	-0.457608815426997	-0.982413920770085	23053	ZSWIM8	ZSWIM8	-0.457608815426997	-0.982413920770085	-0.524805105343088
NCOA6	-0.367140495867769	0.160560903369123	23054	NCOA6	NCOA6	-0.367140495867769	0.160560903369123	0.527701399236891
NMNAT2	-0.0838699724517906	-0.523380229544613	23057	NMNAT2	NMNAT2	-0.0838699724517906	-0.523380229544613	-0.439510257092822
CLUAP1	-0.0181774104683196	0.595899666790078	23059	CLUAP1	CLUAP1	-0.0181774104683196	0.595899666790078	0.614077077258397
ZNF609	-0.482446280991736	-0.582228804146612	23060	ZNF609	ZNF609	-0.482446280991736	-0.582228804146612	-0.0997825231548768
GGA2	0.283239669421488	-0.155025916327286	23062	GGA2	GGA2	0.283239669421488	-0.155025916327286	-0.438265585748774
WAPAL	-0.49433608815427	-1.24278045168456	23063	WAPAL	WAPAL	-0.49433608815427	-1.24278045168456	-0.748444363530291
SETX	0.0585212121212121	-0.193733802295446	23064	SETX	SETX	0.0585212121212121	-0.193733802295446	-0.252255014416658
EMC1	-0.65631955922865	-0.911838208071085	23065	EMC1	EMC1	-0.65631955922865	-0.911838208071085	-0.255518648842435
CAND2	-0.277917355371901	-0.803276564235468	23066	CAND2	CAND2	-0.277917355371901	-0.803276564235468	-0.525359208863567
SETD1B	-0.102786776859504	0.393419104035542	23067	SETD1B	SETD1B	-0.102786776859504	0.393419104035542	0.496205880895046
CMTR1	-1.80550964187328	-1.76740096260644	23070	CMTR1	CMTR1	-1.80550964187328	-1.76740096260644	0.0381086792668364
ERP44	-0.0338137741046832	-0.689374305812662	23071	ERP44	ERP44	-0.0338137741046832	-0.689374305812662	-0.655560531707979
HECW1	-0.281685950413223	-0.52016845612736	23072	HECW1	HECW1	-0.281685950413223	-0.52016845612736	-0.238482505714137
UHRF1BP1L	0.187371900826446	-0.584135505368382	23074	UHRF1BP1L	UHRF1BP1L	0.187371900826446	-0.584135505368382	-0.771507406194828
SWAP70	-0.184550964187328	-0.624629766753054	23075	SWAP70	SWAP70	-0.184550964187328	-0.624629766753054	-0.440078802565727
RRP1B	-0.203019283746556	-0.211069974083673	23076	RRP1B	RRP1B	-0.203019283746556	-0.211069974083673	-0.00805069033711622
MYCBP2	-0.375526170798898	-0.39394668641244	23077	MYCBP2	MYCBP2	-0.375526170798898	-0.39394668641244	-0.0184205156135418
VWA8	-0.0657564738292011	-0.14384487226953	23078	VWA8	VWA8	-0.0657564738292011	-0.14384487226953	-0.0780883984403287
AVL9	-0.257685950413223	-0.488143280266568	23080	AVL9	AVL9	-0.257685950413223	-0.488143280266568	-0.230457329853345
KDM4C	-0.539404958677686	-1.16068122917438	23081	KDM4C	KDM4C	-0.539404958677686	-1.16068122917438	-0.621276270496694
PPRC1	-0.492374655647383	-1.18187708256201	23082	PPRC1	PPRC1	-0.492374655647383	-1.18187708256201	-0.689502426914631
ERC1	0.0350831955922865	0.0118409848204369	23085	ERC1	ERC1	0.0350831955922865	0.0118409848204369	-0.0232422107718496
EXPH5	0.0471944903581267	0.0561079229914846	23086	EXPH5	EXPH5	0.0471944903581267	0.0561079229914846	0.00891343263335791
TRIM35	-0.0861190082644628	-0.380405405405405	23087	TRIM35	TRIM35	-0.0861190082644628	-0.380405405405405	-0.294286397140943
PEG10	0.0945906336088154	0.245362828582007	23089	PEG10	PEG10	0.0945906336088154	0.245362828582007	0.150772194973191
ZNF423	-0.22300826446281	-0.30503517215846	23090	ZNF423	ZNF423	-0.22300826446281	-0.30503517215846	-0.0820269076956499
ZC3H13	-0.574710743801653	-0.987226952980378	23091	ZC3H13	ZC3H13	-0.574710743801653	-0.987226952980378	-0.412516209178725
ARHGAP26	-0.468826446280992	-0.365744168826361	23092	ARHGAP26	ARHGAP26	-0.468826446280992	-0.365744168826361	0.103082277454631
TTLL5	-0.248374655647383	-0.400823768974454	23093	TTLL5	TTLL5	-0.248374655647383	-0.400823768974454	-0.152449113327071
SIPA1L3	-0.512154269972452	-0.882395409107738	23094	SIPA1L3	SIPA1L3	-0.512154269972452	-0.882395409107738	-0.370241139135286
KIF1B	0.080137741046832	-0.023680118474639	23095	KIF1B	KIF1B	0.080137741046832	-0.023680118474639	-0.103817859521471
IQSEC2	-0.28700826446281	-0.801712328767123	23096	IQSEC2	IQSEC2	-0.28700826446281	-0.801712328767123	-0.514704064304313
CDK19	0.118479338842975	0.149972232506479	23097	CDK19	CDK19	0.118479338842975	0.149972232506479	0.0314928936635039
SARM1	-0.824738292011019	-0.529924102184376	23098	SARM1	SARM1	-0.824738292011019	-0.529924102184376	0.294814189826643
ZBTB43	-0.379625344352617	0.286032950758978	23099	ZBTB43	ZBTB43	-0.379625344352617	0.286032950758978	0.665658295111595
MCF2L2	-0.0937157024793388	-0.0986949278045168	23101	MCF2L2	MCF2L2	-0.0937157024793388	-0.0986949278045168	-0.004979225325178
TBC1D2B	-0.289641873278237	0.0709033691225472	23102	TBC1D2B	TBC1D2B	-0.289641873278237	0.0709033691225472	0.360545242400784
FSTL4	-0.207305785123967	-0.154303961495742	23105	FSTL4	FSTL4	-0.207305785123967	-0.154303961495742	0.0530018236282246
MRPS27	-0.751790633608815	-0.969548315438726	23107	MRPS27	MRPS27	-0.751790633608815	-0.969548315438726	-0.217757681829911
RAP1GAP2	-0.154214876033058	-0.31543872639763	23108	RAP1GAP2	RAP1GAP2	-0.154214876033058	-0.31543872639763	-0.161223850364573
DDN	-0.291735537190083	0.138652350981118	23109	DDN	DDN	-0.291735537190083	0.138652350981118	0.430387888171201
SPG20	-0.251845730027548	-0.544650129581636	23111	SPG20	SPG20	-0.251845730027548	-0.544650129581636	-0.292804399554088
TNRC6B	-0.491878787878788	-0.441058867086264	23112	TNRC6B	TNRC6B	-0.491878787878788	-0.441058867086264	0.0508199207925236
CUL9	-0.19203305785124	0.298750462791559	23113	CUL9	CUL9	-0.19203305785124	0.298750462791559	0.490783520642798
NFASC	0.0277752066115702	-0.382441688263606	23114	NFASC	NFASC	0.0277752066115702	-0.382441688263606	-0.410216894875176
FAM179B	-0.190358126721763	-0.275314698259904	23116	FAM179B	FAM179B	-0.190358126721763	-0.275314698259904	-0.0849565715381407
NPIPB3	-0.13596694214876	-0.758552388004443	23117	NPIPB3	NPIPB3	-0.13596694214876	-0.758552388004443	-0.622585445855682
HIC2	-0.0789168044077135	-0.962606442058497	23119	HIC2	HIC2	-0.0789168044077135	-0.962606442058497	-0.883689637650783
ATP10B	-0.0177972451790634	-0.196084783413551	23120	ATP10B	ATP10B	-0.0177972451790634	-0.196084783413551	-0.178287538234487
CLASP2	-0.432341597796143	-0.189031840059237	23122	CLASP2	CLASP2	-0.432341597796143	-0.189031840059237	0.243309757736906
CAMTA2	-0.151261707988981	-0.32581451314328	23125	CAMTA2	CAMTA2	-0.151261707988981	-0.32581451314328	-0.1745528051543
POGZ	0.0729862258953168	0.0723121066271751	23126	POGZ	POGZ	0.0729862258953168	0.0723121066271751	-0.00067411926814169
COLGALT2	0.224132231404959	0.251027397260274	23127	COLGALT2	COLGALT2	0.224132231404959	0.251027397260274	0.0268951658553153
