id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PGLYRP3	4	0.30825	0.4638	0.993328	8919	2	-0.072934	0.59197	0.73278	0.999997	13642	2	-0.072934
OPA1	4	0.30826	0.46381	0.993328	8920	2	-0.14491	0.51555	0.66679	0.999997	12368	2	-0.14491
TMEM117	4	0.30832	0.46386	0.993328	8921	2	-0.30816	0.085224	0.19922	0.989486	3829	2	-0.30816
PEX2	4	0.30838	0.46391	0.993328	8922	1	0.73907	0.083867	0.19692	0.989486	3793	3	0.73907
ID3	4	0.30843	0.46395	0.993328	8923	2	0.05626	0.15622	0.31431	0.999997	5913	2	0.05626
STX16	4	0.30852	0.46403	0.993397	8924	2	-0.18158	0.91186	0.91167	0.999997	17116	0	-0.18158
KIZ	4	0.30874	0.46424	0.993568	8925	2	-0.15715	0.4972	0.65134	0.999997	12099	2	-0.15715
HNRNPUL2	4	0.30877	0.46428	0.993568	8926	1	1.0607	0.030693	0.093779	0.928293	1919	3	1.0607
RAB33B	4	0.30888	0.46438	0.993568	8927	2	-0.21079	0.82601	0.84361	0.999997	15767	1	-0.21079
JOSD1	4	0.30893	0.46442	0.993568	8928	2	-0.24466	0.76813	0.81145	0.999997	15113	1	-0.24466
MFAP1	4	0.30897	0.46446	0.993568	8929	1	-0.17565	0.7779	0.81642	0.999997	15226	1	-0.17565
TXNDC16	4	0.30897	0.46446	0.993568	8930	2	-0.4569	0.62444	0.75153	0.999997	13974	1	-0.4569
ACTR1B	4	0.30899	0.46448	0.993568	8931	2	-0.56475	0.30905	0.49367	0.999997	9190	1	-0.56475
GSE1	4	0.30929	0.46477	0.994065	8932	1	0.2533	0.19265	0.36934	0.999997	6923	3	0.2533
ZNF556	4	0.30933	0.46481	0.994065	8933	2	-0.27782	0.51722	0.66823	0.999997	12394	1	-0.27782
ZDHHC22	4	0.30948	0.46494	0.994237	8934	1	0.075041	0.33844	0.51806	0.999997	9647	2	0.075041
C7	4	0.30956	0.46502	0.994273	8935	2	-0.55853	0.90189	0.90163	0.999997	16930	1	-0.55853
GNAS	4	0.3096	0.46507	0.994273	8936	2	0.11392	0.28299	0.47229	0.999997	8790	2	0.11392
CNTFR	4	0.30964	0.46512	0.994273	8937	1	0.18684	0.33931	0.51881	0.999997	9660	2	0.18684
KLK13	4	0.30974	0.46521	0.994369	8938	2	-0.038135	0.43932	0.60263	0.999997	11180	2	-0.038135
INO80E	4	0.3098	0.46527	0.994383	8939	2	0.34791	0.14725	0.30042	0.999997	5688	2	0.34791
NPR2	4	0.31019	0.46565	0.994779	8940	2	-0.20888	0.35434	0.53136	0.999997	9896	1	-0.20888
UQCRB	4	0.31025	0.46572	0.994779	8941	2	-0.43822	0.91162	0.91144	0.999997	17108	0	-0.43822
PIAS2	4	0.31038	0.46584	0.994779	8942	2	-0.047521	0.82562	0.84338	0.999997	15762	1	-0.047521
PPIAL4A	4	0.31053	0.46597	0.994779	8943	2	-0.027936	0.34675	0.52502	0.999997	9766	2	-0.027936
GTF2A1	4	0.31058	0.46603	0.994779	8944	1	1.2776	0.076776	0.18471	0.987389	3571	3	1.2776
SERBP1	4	0.31066	0.4661	0.994779	8945	2	-0.37966	0.95631	0.95624	0.999997	18061	0	-0.37966
LRIG2	4	0.31074	0.46618	0.994779	8946	2	-0.10827	0.59049	0.73145	0.999997	13614	1	-0.10827
GABRA6	4	0.31077	0.46622	0.994779	8947	2	-0.090197	0.45481	0.61569	0.999997	11408	2	-0.090197
NEUROD6	4	0.31078	0.46622	0.994779	8948	2	-0.1866	0.39913	0.56892	0.999997	10578	1	-0.1866
LGR5	4	0.3108	0.46624	0.994779	8949	2	-0.33392	0.3721	0.54618	0.999997	10166	2	-0.33392
PIK3R3	4	0.31084	0.46628	0.994779	8950	2	-0.087937	0.21828	0.40679	0.999997	7634	2	-0.087937
EIF2S3	4	0.31085	0.46629	0.994779	8951	2	-0.20173	0.7459	0.80055	0.999997	14902	1	-0.20173
CD55	4	0.31093	0.46636	0.994779	8952	2	-0.11593	0.83307	0.84807	0.999997	15851	1	-0.11593
KRTAP24-1	4	0.31098	0.4664	0.994779	8953	2	0.018856	0.27427	0.46513	0.999997	8672	2	0.018856
CUL7	4	0.311	0.46642	0.994779	8954	2	0.19296	0.25383	0.44842	0.999997	8364	2	0.19296
RASL12	4	0.31105	0.46647	0.994779	8955	2	0.26274	0.17865	0.34846	0.999997	6545	2	0.26274
SLC7A13	4	0.31113	0.46655	0.994779	8956	1	0.071109	0.51324	0.66481	0.999997	12328	2	0.071109
GHR	4	0.31118	0.46661	0.994779	8957	2	-0.035834	0.46067	0.62063	0.999997	11501	2	-0.035834
PDCD11	4	0.3112	0.46664	0.994779	8958	2	-0.28889	0.50191	0.65527	0.999997	12171	2	-0.28889
PLCXD2	4	0.31125	0.46668	0.994779	8959	2	-0.2912	0.91834	0.91813	0.999997	17255	0	-0.2912
NEFL	4	0.31125	0.46668	0.994779	8960	2	0.036268	0.05501	0.14636	0.970611	2881	2	0.036268
GNB5	4	0.31128	0.46672	0.994779	8961	1	0.79505	0.18704	0.36102	0.999997	6785	3	0.79505
VRK1	4	0.31136	0.46679	0.994779	8962	2	-0.02857	0.29926	0.48556	0.999997	9048	2	-0.02857
TMEM71	4	0.31138	0.46681	0.994779	8963	2	0.01685	0.27201	0.46327	0.999997	8636	2	0.01685
TMF1	4	0.3114	0.46683	0.994779	8964	2	-0.26033	0.89615	0.8963	0.999997	16834	1	-0.26033
PPIAL4D	4	0.31148	0.4669	0.994779	8965	1	0.14262	0.5285	0.67786	0.999997	12557	2	0.14262
AP4B1	4	0.31152	0.46694	0.994779	8966	2	-0.05687	0.26989	0.46146	0.999997	8607	2	-0.05687
CDKL5	4	0.31156	0.46698	0.994779	8967	2	-0.13139	0.19239	0.36897	0.999997	6914	1	-0.13139
RHOJ	4	0.31156	0.46698	0.994779	8968	2	-0.095626	0.43555	0.59946	0.999997	11131	2	-0.095626
TM4SF20	4	0.3116	0.46702	0.994779	8969	1	0.85831	0.11818	0.254	0.997156	4860	3	0.85831
MTRNR2L8	4	0.31167	0.4671	0.994839	8970	2	-0.2304	0.39817	0.5681	0.999997	10563	1	-0.2304
RAB30	4	0.31175	0.46717	0.994869	8971	1	1.154	0.083955	0.19708	0.989486	3795	3	1.154
CBFA2T3	4	0.31183	0.46724	0.994881	8972	2	-0.072699	0.49612	0.65045	0.999997	12078	2	-0.072699
DUSP19	3	0.31193	0.45117	0.991253	8973	2	-0.57458	0.68065	0.71169	0.999997	14369	1	-0.57458
MND1	4	0.31195	0.46736	0.994881	8974	1	0.40023	0.23569	0.43159	0.999997	8070	3	0.40023
MAP1A	4	0.31199	0.46739	0.994881	8975	1	0.32136	0.15261	0.30875	0.999997	5824	3	0.32136
BANF1	4	0.31204	0.46743	0.994881	8976	2	-0.10179	0.69303	0.77736	0.999997	14480	1	-0.10179
OXR1	4	0.31211	0.46749	0.994881	8977	1	0.96039	0.044335	0.12704	0.956005	2537	3	0.96039
C16orf87	4	0.31215	0.46753	0.994881	8978	2	-0.48253	0.92618	0.92599	0.999997	17405	0	-0.48253
ADGRF2	4	0.31217	0.46755	0.994881	8979	2	-0.10314	0.50909	0.66132	0.999997	12260	2	-0.10314
OR2T5	4	0.31231	0.46769	0.994881	8980	2	-0.19827	0.14578	0.29812	0.999997	5646	1	-0.19827
ZNF800	4	0.31234	0.46773	0.994881	8981	1	0.45408	0.21319	0.39952	0.999997	7512	3	0.45408
IL27RA	4	0.31238	0.46777	0.994881	8982	2	0.17254	0.48805	0.64366	0.999997	11948	2	0.17254
ZNF562	4	0.3124	0.46779	0.994881	8983	2	0.076546	0.29421	0.48141	0.999997	8958	2	0.076546
UPF2	4	0.31246	0.46786	0.994881	8984	2	0.079387	0.54958	0.69613	0.999997	12918	2	0.079387
CYP2B6	4	0.31251	0.4679	0.994881	8985	2	-0.46435	0.038013	0.11353	0.948817	2282	2	-0.46435
PLAUR	4	0.31254	0.46793	0.994881	8986	1	0.73434	0.094852	0.21554	0.992156	4149	3	0.73434
VWA7	4	0.31262	0.468	0.994881	8987	2	-0.14468	0.86257	0.86857	0.999997	16249	1	-0.14468
GNPTG	4	0.31265	0.46803	0.994881	8988	1	0.55613	0.10572	0.23371	0.995781	4474	3	0.55613
ATF1	4	0.31271	0.46809	0.994881	8989	2	-0.45954	0.92472	0.92453	0.999997	17370	0	-0.45954
TMPRSS12	4	0.31273	0.46811	0.994881	8990	2	-0.7213	0.69367	0.77763	0.999997	14487	1	-0.7213
ZNF816-ZNF321P	4	0.31308	0.46844	0.995333	8991	1	0.63761	0.12975	0.27273	0.999997	5177	3	0.63761
NLRP7	4	0.31312	0.46847	0.995333	8992	2	-0.26853	0.72065	0.789	0.999997	14688	1	-0.26853
TUBAL3	3	0.31313	0.45257	0.991253	8993	2	-0.34844	0.74773	0.75913	0.999997	14920	1	-0.34844
ZNF449	4	0.31316	0.46851	0.995333	8994	1	0.38239	0.25116	0.44615	0.999997	8327	2	0.38239
NCKAP1L	4	0.31325	0.46859	0.995333	8995	2	-0.34323	0.86714	0.872	0.999997	16332	1	-0.34323
PCGF2	4	0.31328	0.46862	0.995333	8996	2	-0.26583	0.82449	0.84271	0.999997	15751	1	-0.26583
PHLDA2	4	0.3134	0.46874	0.995333	8997	1	0.86539	0.16513	0.32794	0.999997	6173	3	0.86539
BPY2	4	0.31351	0.46885	0.995333	8998	1	0.82814	0.031098	0.094927	0.928293	1944	3	0.82814
ZNF213	4	0.31352	0.46886	0.995333	8999	2	-0.052132	0.561	0.70599	0.999997	13114	2	-0.052132
BAD	4	0.31355	0.46887	0.995333	9000	2	-0.037723	0.40812	0.57644	0.999997	10699	2	-0.037723
SUPT20HL1	4	0.31355	0.46888	0.995333	9001	2	-0.24445	0.93276	0.93254	0.999997	17555	0	-0.24445
IBSP	4	0.31357	0.46889	0.995333	9002	2	-0.17741	0.53459	0.6831	0.999997	12673	1	-0.17741
CRYBB3	4	0.3137	0.46902	0.99549	9003	2	-0.26214	0.88161	0.88348	0.999997	16556	1	-0.26214
PROM1	4	0.31377	0.46908	0.995503	9004	2	0.10065	0.24251	0.43912	0.999997	8206	2	0.10065
SUMO3	4	0.31391	0.4692	0.995645	9005	2	0.15202	0.42787	0.59305	0.999997	11026	2	0.15202
VAT1L	4	0.31404	0.46933	0.995688	9006	2	0.1476	0.20432	0.38648	0.999997	7248	2	0.1476
LY6K	4	0.31413	0.4694	0.995688	9007	2	-0.11169	0.54489	0.69202	0.999997	12842	2	-0.11169
TMEM18	4	0.31414	0.46941	0.995688	9008	1	0.27862	0.30506	0.49036	0.999997	9138	2	0.27862
C2orf57	4	0.31422	0.4695	0.995688	9009	2	-0.02929	0.15568	0.31346	0.999997	5898	2	-0.02929
MICALL1	4	0.31425	0.46951	0.995688	9010	2	-0.64444	0.19816	0.37745	0.999997	7083	1	-0.64444
KRTAP13-1	4	0.31429	0.46956	0.995688	9011	2	-0.10441	0.14895	0.30306	0.999997	5733	1	-0.10441
ZSCAN20	4	0.31457	0.46981	0.995688	9012	2	-0.54168	0.87555	0.87857	0.999997	16468	1	-0.54168
FAM198A	4	0.31461	0.46985	0.995688	9013	2	0.30188	0.1182	0.25403	0.997156	4864	2	0.30188
LIF	4	0.31467	0.46992	0.995688	9014	2	-0.15107	0.12491	0.26494	0.999997	5034	2	-0.15107
METTL15	4	0.31476	0.47001	0.995688	9015	2	-0.089433	0.91016	0.90992	0.999997	17086	0	-0.089433
ING4	4	0.31476	0.47001	0.995688	9016	2	-0.23598	0.31723	0.50049	0.999997	9316	2	-0.23598
OCM	4	0.31486	0.47009	0.995688	9017	2	-0.30891	0.87956	0.88179	0.999997	16534	1	-0.30891
FAM134A	4	0.3149	0.47014	0.995688	9018	2	-0.26234	0.12553	0.26596	0.999997	5053	2	-0.26234
C9orf139	4	0.31492	0.47016	0.995688	9019	2	0.42039	0.041804	0.12236	0.953069	2441	2	0.42039
ARHGEF28	4	0.31495	0.47017	0.995688	9020	2	-0.065587	0.086387	0.20118	0.989486	3862	2	-0.065587
SAMM50	4	0.31497	0.47019	0.995688	9021	2	-0.66172	0.9093	0.90906	0.999997	17072	0	-0.66172
MSANTD3	4	0.31499	0.47021	0.995688	9022	2	0.42371	0.054113	0.14479	0.970611	2846	2	0.42371
FBXW8	4	0.31511	0.47034	0.995688	9023	1	1.1507	0.021269	0.067542	0.905763	1420	3	1.1507
ILVBL	4	0.31513	0.47035	0.995688	9024	2	0.25602	0.27611	0.46664	0.999997	8701	2	0.25602
SOAT1	4	0.31517	0.47039	0.995688	9025	2	-0.19203	0.15417	0.31115	0.999997	5864	1	-0.19203
RAB36	4	0.31519	0.47041	0.995688	9026	2	-0.30628	0.77705	0.81597	0.999997	15211	1	-0.30628
MTMR14	4	0.31523	0.47045	0.995688	9027	1	0.29838	0.17572	0.3441	0.999997	6464	3	0.29838
CLPTM1L	4	0.31526	0.47047	0.995688	9028	2	-0.48969	0.34507	0.52365	0.999997	9738	1	-0.48969
SOD1	4	0.31537	0.47057	0.995693	9029	2	-0.28239	0.062977	0.16049	0.973576	3144	2	-0.28239
SPC25	4	0.3154	0.47059	0.995693	9030	2	-0.63647	0.75045	0.80274	0.999997	14944	1	-0.63647
SLC44A3	4	0.31553	0.47072	0.995693	9031	2	0.10741	0.14849	0.30232	0.999997	5720	2	0.10741
PPP1R14C	4	0.31558	0.47076	0.995693	9032	2	0.03542	0.35081	0.52845	0.999997	9832	2	0.03542
CFHR1	4	0.31562	0.47079	0.995693	9033	2	0.28147	0.10049	0.22497	0.994417	4310	2	0.28147
CLIC2	4	0.31565	0.47082	0.995693	9034	2	0.13242	0.20401	0.386	0.999997	7243	2	0.13242
ZNF37A	4	0.31574	0.4709	0.995693	9035	2	0.041091	0.36519	0.54042	0.999997	10059	2	0.041091
SRF	4	0.31583	0.47101	0.995693	9036	2	0.36841	0.07163	0.17579	0.980018	3426	2	0.36841
OR52A5	4	0.31586	0.47103	0.995693	9037	1	0.71108	0.18578	0.35913	0.999997	6750	2	0.71108
SMCR8	4	0.31594	0.4711	0.995693	9038	2	-0.30548	0.57269	0.716	0.999997	13318	2	-0.30548
SEC24B	4	0.31597	0.47114	0.995693	9039	2	0.15185	0.43666	0.60038	0.999997	11143	2	0.15185
PRDM5	4	0.31605	0.47121	0.995693	9040	2	-0.084212	0.81583	0.83753	0.999997	15641	1	-0.084212
ACSL3	4	0.31607	0.47122	0.995693	9041	2	-0.70247	0.58426	0.72601	0.999997	13518	2	-0.70247
ENTPD4	4	0.31613	0.47128	0.995693	9042	1	-0.045891	0.85067	0.85987	0.999997	16070	1	-0.045891
GBP6	4	0.31621	0.47136	0.995693	9043	2	-0.23859	0.56078	0.7058	0.999997	13110	2	-0.23859
BARHL1	4	0.31628	0.47143	0.995693	9044	2	-0.44514	0.51451	0.66589	0.999997	12352	1	-0.44514
OVCH2	4	0.31628	0.47144	0.995693	9045	1	-0.071304	0.47453	0.63228	0.999997	11719	1	-0.071304
FLNC	4	0.31632	0.47148	0.995693	9046	2	-0.30105	0.71212	0.78525	0.999997	14626	1	-0.30105
KRTDAP	4	0.31636	0.47151	0.995693	9047	1	0.89715	0.020021	0.063908	0.900885	1346	3	0.89715
AP2A2	4	0.31652	0.47164	0.995858	9048	1	-0.0046335	0.90436	0.90405	0.999997	16983	1	-0.0046335
SMARCC1	4	0.31671	0.47183	0.99614	9049	1	1.1768	0.020236	0.064535	0.900885	1362	3	1.1768
UNC80	4	0.31682	0.47193	0.99614	9050	2	-0.29897	0.94568	0.94559	0.999997	17830	0	-0.29897
NRD1	4	0.31683	0.47194	0.99614	9051	1	0.39212	0.33727	0.51706	0.999997	9627	2	0.39212
KXD1	3	0.31686	0.45688	0.991774	9052	2	-0.32718	0.33004	0.47555	0.999997	9518	1	-0.32718
FITM2	4	0.31687	0.47198	0.99614	9053	1	0.39675	0.19407	0.37137	0.999997	6971	2	0.39675
SPIN3	4	0.31696	0.47207	0.996209	9054	2	-0.88351	0.27021	0.46174	0.999997	8611	1	-0.88351
MED14OS	4	0.31702	0.47214	0.99625	9055	1	0.48144	0.16569	0.32877	0.999997	6188	2	0.48144
PRDM7	4	0.31722	0.47231	0.996446	9056	2	0.081593	0.49005	0.64533	0.999997	11982	2	0.081593
C5orf64	4	0.31725	0.47234	0.996446	9057	2	-0.40101	0.8695	0.87386	0.999997	16368	1	-0.40101
FCRL4	4	0.31733	0.47242	0.996446	9058	1	0.25832	0.21183	0.39756	0.999997	7474	2	0.25832
TEKT2	4	0.31736	0.47244	0.996446	9059	2	-0.20812	0.51815	0.66903	0.999997	12406	1	-0.20812
TMED5	4	0.31745	0.47254	0.996448	9060	2	-0.31981	0.22976	0.4232	0.999997	7904	1	-0.31981
FBXO9	4	0.31765	0.47272	0.996448	9061	1	0.0263	0.69692	0.77893	0.999997	14517	1	0.0263
ICK	4	0.3177	0.47277	0.996448	9062	2	-0.39499	0.44472	0.60714	0.999997	11267	1	-0.39499
ZNF717	4	0.31772	0.47279	0.996448	9063	1	0.47529	0.097728	0.22038	0.993441	4234	3	0.47529
GPSM1	4	0.31772	0.47279	0.996448	9064	2	0.037969	0.42343	0.58928	0.999997	10955	2	0.037969
PRG3	4	0.31786	0.47291	0.996448	9065	2	-0.43044	0.72935	0.79286	0.999997	14749	1	-0.43044
AP4M1	4	0.31788	0.47293	0.996448	9066	1	0.23344	0.089239	0.20606	0.989486	3967	2	0.23344
EPSTI1	4	0.3179	0.47296	0.996448	9067	2	0.071302	0.24444	0.44068	0.999997	8237	2	0.071302
LAMA5	4	0.31793	0.47298	0.996448	9068	2	-0.20937	0.87254	0.87622	0.999997	16416	1	-0.20937
NEK8	4	0.31795	0.473	0.996448	9069	2	-0.26843	0.79844	0.82754	0.999997	15447	1	-0.26843
IGSF21	4	0.31797	0.47302	0.996448	9070	2	-0.19382	0.37495	0.54862	0.999997	10215	2	-0.19382
OR1C1	4	0.31811	0.47314	0.996448	9071	2	-0.15907	0.23016	0.42377	0.999997	7915	2	-0.15907
SH2D1A	4	0.31815	0.47319	0.996448	9072	2	0.26696	0.068223	0.16977	0.97762	3312	2	0.26696
HIST1H3I	4	0.31819	0.47322	0.996448	9073	2	-0.3036	0.93104	0.9308	0.999997	17513	0	-0.3036
CIT	4	0.3182	0.47323	0.996448	9074	2	-0.37676	0.47857	0.63566	0.999997	11774	1	-0.37676
ZNF132	4	0.31831	0.47333	0.99655	9075	2	-0.026267	0.5094	0.66158	0.999997	12265	2	-0.026267
TSSC4	4	0.31838	0.47339	0.996552	9076	2	-0.21242	0.57361	0.71683	0.999997	13334	1	-0.21242
HYOU1	4	0.31842	0.47343	0.996552	9077	2	-0.13915	0.5501	0.69656	0.999997	12928	1	-0.13915
SEC14L6	4	0.31858	0.47358	0.996605	9078	2	0.084886	0.42145	0.58765	0.999997	10920	2	0.084886
NXT2	4	0.31862	0.47361	0.996605	9079	2	-0.31249	0.68631	0.77463	0.999997	14413	1	-0.31249
IKBKE	4	0.3187	0.47368	0.996605	9080	2	-0.17057	0.87756	0.88021	0.999997	16500	1	-0.17057
PYCR1	4	0.31873	0.47371	0.996605	9081	1	0.49401	0.14187	0.29199	0.999997	5543	3	0.49401
ABCB9	4	0.31877	0.47376	0.996605	9082	2	-0.19789	0.43732	0.60093	0.999997	11152	1	-0.19789
SLC12A7	4	0.31885	0.47382	0.996605	9083	2	-0.2421	0.90433	0.90403	0.999997	16982	1	-0.2421
CD70	4	0.31908	0.47403	0.996802	9084	2	0.019714	0.43197	0.59652	0.999997	11074	2	0.019714
DTNBP1	4	0.31908	0.47403	0.996802	9085	1	0.20702	0.48095	0.63768	0.999997	11818	2	0.20702
CBY3	4	0.31928	0.47422	0.996802	9086	1	-0.011614	0.45481	0.6157	0.999997	11409	1	-0.011614
MINK1	4	0.31936	0.47428	0.996802	9087	1	0.012922	0.51611	0.6673	0.999997	12380	2	0.012922
GALNT13	4	0.31947	0.47439	0.996802	9088	2	0.20825	0.10102	0.22589	0.994417	4329	2	0.20825
C8orf89	4	0.31947	0.47439	0.996802	9089	2	0.22854	0.1791	0.34915	0.999997	6565	2	0.22854
RNF11	4	0.31949	0.47441	0.996802	9090	2	-0.24404	0.5191	0.66983	0.999997	12422	2	-0.24404
SEC62	4	0.31955	0.47448	0.996802	9091	2	0.20524	0.23284	0.42752	0.999997	7993	2	0.20524
TAS1R1	4	0.31956	0.47448	0.996802	9092	2	-0.22085	0.46019	0.62023	0.999997	11495	1	-0.22085
COL1A2	4	0.31963	0.47454	0.996802	9093	1	0.13676	0.44458	0.60702	0.999997	11264	2	0.13676
UBTD1	4	0.31978	0.47468	0.996802	9094	1	0.64218	0.014862	0.048607	0.879822	1049	2	0.64218
ACTC1	4	0.31987	0.47477	0.996802	9095	2	-0.28994	0.18744	0.36159	0.999997	6797	1	-0.28994
XKR3	4	0.31989	0.47479	0.996802	9096	2	-0.60223	0.066524	0.16679	0.97762	3253	1	-0.60223
OR6K6	4	0.31992	0.47481	0.996802	9097	2	0.12258	0.40092	0.57044	0.999997	10597	2	0.12258
GABRA4	4	0.31994	0.47483	0.996802	9098	1	0.49092	0.11141	0.24308	0.996875	4644	3	0.49092
TRIM58	4	0.32002	0.4749	0.996802	9099	1	0.49505	0.31648	0.49987	0.999997	9303	2	0.49505
TNKS1BP1	4	0.32017	0.47503	0.996802	9100	2	-0.38103	0.081536	0.19294	0.988494	3729	1	-0.38103
PLP1	4	0.32021	0.47509	0.996802	9101	2	-0.16482	0.54236	0.68982	0.999997	12790	1	-0.16482
RASGEF1A	4	0.32039	0.47527	0.996802	9102	2	0.19684	0.24402	0.44034	0.999997	8233	2	0.19684
PPP1R26	4	0.3204	0.47527	0.996802	9103	1	0.29674	0.52618	0.67592	0.999997	12529	2	0.29674
PERP	4	0.32048	0.47534	0.996802	9104	2	-0.12701	0.88571	0.887	0.999997	16635	1	-0.12701
ADAMTS18	4	0.3206	0.47546	0.996802	9105	2	-0.25361	0.11196	0.244	0.996875	4666	1	-0.25361
THAP1	4	0.3206	0.47546	0.996802	9106	1	0.24863	0.00080271	0.0029338	0.573904	97	1	0.24863
NSF	4	0.32067	0.47554	0.996802	9107	1	1.5502	0.014151	0.046366	0.872054	1013	3	1.5502
ZIC4	4	0.32078	0.47564	0.996802	9108	2	-0.0517	0.3371	0.51693	0.999997	9624	2	-0.0517
TCAF1	4	0.32079	0.47565	0.996802	9109	1	0.61042	0.25357	0.4482	0.999997	8356	2	0.61042
GRIA2	4	0.32083	0.47569	0.996802	9110	1	0.4046	0.18827	0.36281	0.999997	6814	3	0.4046
PTRH1	4	0.32091	0.47576	0.996802	9111	2	0.15999	0.52212	0.67246	0.999997	12472	2	0.15999
POMGNT2	4	0.32095	0.47579	0.996802	9112	2	0.30615	0.16882	0.33355	0.999997	6271	2	0.30615
LPAR2	4	0.32098	0.47582	0.996802	9113	2	-0.33464	0.93943	0.93941	0.999997	17688	0	-0.33464
SLC38A2	4	0.32102	0.47585	0.996802	9114	1	0.18592	0.67373	0.76963	0.999997	14315	1	0.18592
OSBP2	4	0.32106	0.47589	0.996802	9115	1	0.44024	0.12568	0.26618	0.999997	5059	3	0.44024
ZNF606	4	0.32112	0.47595	0.996802	9116	2	-0.28562	0.58059	0.72288	0.999997	13458	1	-0.28562
TJAP1	4	0.32114	0.47597	0.996802	9117	2	-0.15373	0.82161	0.84096	0.999997	15721	1	-0.15373
OSGEP	4	0.32122	0.47604	0.996802	9118	2	-0.011912	0.87296	0.87656	0.999997	16424	1	-0.011912
DNASE1L2	4	0.32126	0.47608	0.996802	9119	2	-0.12795	0.86253	0.86855	0.999997	16248	1	-0.12795
PCBD1	4	0.32129	0.47611	0.996802	9120	1	1.6784	0.0025819	0.0092143	0.711066	244	3	1.6784
DEFB4B	4	0.32133	0.47615	0.996802	9121	1	0.91782	0.031488	0.096042	0.928293	1969	2	0.91782
SMKR1	4	0.32139	0.47621	0.996802	9122	2	-0.22999	0.7149	0.78643	0.999997	14650	1	-0.22999
TRAF7	4	0.32141	0.47623	0.996802	9123	2	0.083558	0.40886	0.57707	0.999997	10711	2	0.083558
CABYR	4	0.32141	0.47623	0.996802	9124	2	-0.23987	0.81713	0.83828	0.999997	15658	1	-0.23987
SCGN	4	0.32143	0.47626	0.996802	9125	2	-0.20648	0.84723	0.85746	0.999997	16028	1	-0.20648
IL1RN	4	0.32148	0.47629	0.996802	9126	2	-0.25275	0.58866	0.72986	0.999997	13581	1	-0.25275
HRG	4	0.3215	0.47632	0.996802	9127	2	-0.34643	0.49226	0.64722	0.999997	12014	1	-0.34643
MYH1	4	0.32153	0.47634	0.996802	9128	2	0.21197	0.36843	0.54314	0.999997	10109	2	0.21197
NLGN1	4	0.32159	0.4764	0.996802	9129	2	0.18194	0.09454	0.21501	0.991647	4137	2	0.18194
FAM228A	4	0.32171	0.47651	0.996802	9130	2	-0.34027	0.7295	0.79292	0.999997	14751	1	-0.34027
GCSAM	4	0.32173	0.47653	0.996802	9131	2	-0.064555	0.38612	0.55792	0.999997	10378	2	-0.064555
PTPRK	4	0.32177	0.47658	0.996802	9132	2	-0.15601	0.11073	0.24195	0.996875	4628	2	-0.15601
DENND6A	4	0.32184	0.47663	0.996802	9133	1	1.0155	0.042408	0.12344	0.953069	2466	3	1.0155
PPP2CB	4	0.32195	0.47674	0.996802	9134	1	0.88192	0.012047	0.039905	0.860839	885	3	0.88192
KRT20	4	0.32198	0.47677	0.996802	9135	2	-0.33114	0.54861	0.69528	0.999997	12904	1	-0.33114
LDLRAD2	4	0.32199	0.47679	0.996802	9136	1	0.10603	0.71709	0.7874	0.999997	14666	1	0.10603
ASCL1	4	0.32205	0.47684	0.996802	9137	2	-0.17954	0.56013	0.70525	0.999997	13101	2	-0.17954
NAPG	4	0.32215	0.47693	0.996802	9138	1	0.17337	0.15991	0.31993	0.999997	6028	2	0.17337
SMYD5	4	0.32223	0.47701	0.996802	9139	2	0.72415	0.028615	0.088116	0.921499	1821	2	0.72415
CLEC10A	4	0.32243	0.47719	0.996802	9140	2	-0.46981	0.80472	0.83108	0.999997	15521	1	-0.46981
POMGNT1	4	0.32245	0.47721	0.996802	9141	2	-0.49329	0.8447	0.85572	0.999997	15992	1	-0.49329
ASIP	4	0.32249	0.47726	0.996802	9142	1	-0.13009	0.79845	0.82755	0.999997	15448	1	-0.13009
ZFP3	4	0.32253	0.4773	0.996802	9143	1	0.48412	0.14946	0.30383	0.999997	5747	3	0.48412
SPTBN2	4	0.32259	0.47735	0.996802	9144	2	-0.226	0.58933	0.73044	0.999997	13596	2	-0.226
C2orf15	4	0.32265	0.47741	0.996802	9145	2	-0.62443	0.96403	0.96399	0.999997	18240	0	-0.62443
HIST1H2BO	4	0.32266	0.47741	0.996802	9146	2	-0.17229	0.53055	0.67958	0.999997	12599	1	-0.17229
TTLL7	4	0.32269	0.47745	0.996802	9147	1	0.058149	0.55595	0.70163	0.999997	13034	2	0.058149
PRB3	4	0.3227	0.47745	0.996802	9148	2	-0.23622	0.20907	0.39344	0.999997	7388	1	-0.23622
SIRT3	4	0.32284	0.47758	0.996802	9149	2	-0.24902	0.15349	0.31009	0.999997	5845	1	-0.24902
RSRC2	4	0.32284	0.47759	0.996802	9150	1	0.11865	0.025423	0.079393	0.912485	1657	2	0.11865
FOXF1	4	0.32292	0.47767	0.996802	9151	1	0.44042	0.14154	0.29148	0.999997	5532	3	0.44042
GIMAP4	4	0.323	0.47773	0.996802	9152	1	0.5982	0.040678	0.12029	0.953069	2403	2	0.5982
NARFL	4	0.32304	0.47777	0.996802	9153	2	-0.53074	0.78187	0.81849	0.999997	15268	1	-0.53074
